country_iso3,product_id,year,export_value,rca,pci
CHN,213,2023,5073141.18,1.872,0.375
CHN,343,2023,777158602.07,1.368,-0.279
CHN,186,2023,469123048.53,0.835,0.26
CHN,279,2023,19205038.65,3.775,1.723
CHN,280,2023,20415655.69,0.66,2.163
CHN,48,2023,14187498.53,3.343,1.343
CHN,66,2023,478596681.26,1.21,-0.098
CHN,114,2023,172386313.62,0.768,0.776
CHN,250,2023,9980790.89,0.111,1.071
CHN,401,2023,40333491.21,3.969,-0.158
CHN,403,2023,46237424.53,0.591,1.136
CHN,177,2023,8597034.88,0.621,1.371
CHN,349,2023,44537419.98,0.701,-0.442
CHN,420,2023,886885473.36,0.421,-0.702
CHN,126,2023,583173156.38,2.502,0.17
CHN,188,2023,13651460.17,2.166,-0.531
CHN,489,2023,514596.7,2.233,-0.264
CHN,115,2023,51785784.36,0.338,-0.641
CHN,160,2023,11630166.48,0.905,0.915
USA,348,1995,26146653.68,0.248,-0.543
USA,458,1995,200226953.68,1.018,0.737
USA,47,1995,65344772.18,0.503,0.292
USA,384,1995,66433829.53,1.652,-0.536
USA,385,1995,249769038.43,0.548,0.49
USA,312,1995,8665029.68,0.102,-0.642
USA,143,1995,50838938.8,0.491,-0.533
USA,169,1995,574662426.23,0.274,1.069
USA,202,1995,9707556.83,0.661,0.407
USA,440,1995,5168712.41,5.424,1.21
USA,377,1995,9459054.08,1.754,0.614
USA,415,1995,3431645.33,0.27,0.335
USA,54,1995,36788774.99,0.364,1.371
USA,133,1995,531375525.19,0.318,0.431
USA,205,1995,2585372.44,1.622,-2.565
USA,134,1995,5307768.91,2.119,0.079
USA,27,1995,631888.25,3.598,0.134
USA,366,1995,100175213.07,2.168,0.09
USA,398,1995,96927656.64,3.353,-0.46
USA,208,1995,154064611.83,0.099,1.728
USA,370,1995,87851655.97,1.543,-0.565
USA,299,1995,37193707.13,0.466,0.399
USA,288,1995,91417642.35,0.936,1.578
USA,367,1995,61127019.36,1.611,0.988
USA,330,1995,6737796.56,0.091,-0.131
USA,213,1995,638506054.06,0.749,-0.48
USA,447,1995,8389885.05,0.833,-0.985
USA,258,1995,50246271.43,6.311,0.39
USA,392,1995,45406642.89,1.787,-0.602
USA,362,1995,7055612.59,1.655,1.857
USA,425,1995,97486644.19,0.772,0.102
USA,203,1995,9442048.78,0.674,0.595
USA,183,1995,795956138.7,0.507,0.316
USA,462,1995,20306102.06,0.117,-0.692
USA,439,1995,472212944.87,0.434,-0.024
USA,70,1995,931513621.74,0.378,-1.825
USA,35,1995,17374345.82,1.05,0.264
USA,297,1995,9236439.74,3.336,-0.531
USA,129,1995,1073336793.06,1.496,0.158
USA,396,1995,8076004030.14,1.579,0.885
USA,427,1995,117543209.91,9.318,-0.82
USA,120,1995,4824990.61,0.857,-0.107
USA,489,1995,249018570.75,1.12,-0.628
USA,110,1995,30724815.75,1.081,1.884
USA,85,1995,27973557.48,0.751,-0.73
USA,219,1995,432301005.43,2.92,-0.476
USA,342,1995,76061867.37,0.67,1.147
USA,187,1995,65950359.88,0.321,-0.012
USA,475,1995,30203847.76,0.81,0.423
USA,190,1995,310537135.66,1.387,0.419
USA,151,1995,10644038.71,0.346,1.967
USA,48,1995,65581827.21,1.107,1.099
USA,180,1995,153097105.78,2.945,-0.44
USA,139,1995,388053612.27,0.244,0.08
USA,310,1995,64829603.64,2.761,1.655
USA,451,1995,3273926.78,0.868,-0.834
USA,238,1995,2160970236.77,3.675,-0.677
USA,98,1995,7055819.2,2.985,-1.819
USA,125,1995,75508783.77,7.277,2.063
USA,158,1995,4504779.56,0.4,-2.668
USA,422,2005,29541467.9,0.347,1.024
USA,258,2005,22429897.28,1.402,0.191
USA,254,2005,154023906.53,1.459,-0.55
USA,35,2005,56066296.85,0.311,-1.163
USA,466,2005,673904883.47,0.962,-0.787
USA,230,2005,114230871.08,0.689,0.751
USA,269,2005,13125663.6,1.234,-1.279
USA,470,2005,10138228.83,0.526,1.376
USA,105,2005,16547931.82,2.022,-1.472
USA,127,2005,93375509.77,1.164,-1.921
USA,70,2005,21351145.78,0.242,-0.962
USA,353,2005,911044704.05,1.022,0.829
USA,177,2005,34157654.38,1.008,1.051
USA,3,2005,27317200.8,1.024,-0.403
USA,441,2005,2671399659.0,0.738,1.587
USA,456,2005,74198568.05,4.482,-0.918
USA,208,2005,4667735.92,0.458,0.522
USA,128,2005,27397456.15,2.32,-0.452
USA,471,2005,724889071.51,1.558,-1.597
USA,178,2005,192547471.95,1.252,-2.126
USA,72,2005,7977652.8,1.553,1.473
USA,137,2005,17544299.34,1.619,0.188
USA,403,2005,1004828447.58,8.982,2.264
USA,83,2005,23013893.3,0.657,-1.436
USA,237,2005,553181970.31,1.741,0.574
USA,294,2005,37229875.42,2.772,0.505
USA,171,2005,49521158.45,0.568,0.078
USA,324,2005,51617612.12,2.243,-0.392
USA,427,2005,232961202.48,1.113,0.8
USA,113,2005,57963436.79,1.625,0.769
USA,272,2005,10729906.51,3.677,0.253
USA,160,2005,121527684.65,0.529,-0.14
USA,249,2005,3517049.28,1.554,0.149
USA,22,2005,51263185.78,2.578,0.657
USA,355,2005,10828831.59,0.473,-0.605
USA,66,2005,4178941.82,2.628,0.716
USA,282,2005,2496202.53,1.117,0.184
USA,472,2005,50912268.63,0.303,-2.036
USA,68,2005,26879044.79,1.56,-0.991
USA,309,2005,3087341.12,5.422,0.003
USA,116,2005,133983301.07,0.709,2.121
USA,104,2005,23156346.63,1.095,-0.394
USA,440,2005,25224424.07,0.815,-0.994
USA,55,2005,92417454.71,0.946,-1.137
USA,65,2005,651593941.28,0.879,0.78
USA,444,2005,1726376.59,1.415,-0.735
USA,284,2005,8449677.18,1.553,-0.153
USA,211,2005,19167825.14,2.216,1.679
USA,250,2005,977280952.67,0.361,0.688
USA,40,2005,66169249.35,1.72,-1.964
USA,288,2005,119394096.91,4.413,-0.258
USA,59,2005,114588334.99,0.859,-1.204
USA,337,2005,180895286.37,1.002,-0.262
USA,192,2005,23906886.41,0.675,1.408
USA,156,2005,80021500.57,2.275,-2.223
USA,61,2005,25448266.43,3.366,-0.192
USA,43,2005,90265148.9,0.085,-0.529
USA,359,2005,34932813.83,0.655,0.599
USA,45,2005,295195264.64,3.946,-0.493
USA,317,2005,339565686.57,1.445,0.317
USA,84,2015,517576153.61,2.912,-0.862
USA,218,2015,8758005750.26,0.468,0.531
USA,194,2015,191794388.98,0.35,-0.028
USA,329,2015,1064867756.72,2.028,-0.46
USA,437,2015,48895581.39,0.206,-1.547
USA,170,2015,13259457.57,3.071,-0.158
USA,174,2015,69408192.89,0.754,0.346
USA,105,2015,18717293.55,0.4,-1.087
USA,110,2015,118018398.35,2.393,-0.279
USA,328,2015,498440101.48,0.402,-1.406
USA,243,2015,118514491.97,2.953,0.202
USA,30,2015,19269791.47,0.523,1.039
USA,244,2015,6796321.47,4.429,0.388
USA,268,2015,25575988.6,1.115,0.703
USA,417,2015,6164490.43,1.605,0.542
USA,319,2015,52899087.94,2.845,0.423
USA,64,2015,627205694.39,0.744,-0.123
USA,150,2015,44374270.5,1.191,-0.611
USA,206,2015,481252251.32,0.989,0.0
USA,134,2015,70822572.67,0.778,1.182
USA,19,2015,201568351.14,0.857,-0.05
USA,98,2015,402938989.82,4.599,2.047
USA,3,2015,11284337.67,0.929,1.348
USA,52,2015,12757280.45,0.537,-1.035
USA,129,2015,46521494.5,1.949,0.687
USA,266,2015,10727003.98,2.39,-1.145
USA,193,2015,4385182.29,1.522,0.094
USA,208,2015,28293435.25,0.339,1.422
USA,117,2015,98120970.05,0.337,0.678
USA,207,2015,37754616.74,4.098,-2.605
USA,438,2015,2053991.23,0.616,2.667
USA,448,2015,9122226.73,0.667,1.047
USA,411,2015,4275337252.21,0.299,0.29
USA,25,2015,43591079.41,6.555,-1.419
USA,347,2015,77071918.17,0.238,-1.198
USA,17,2015,8751513.28,1.108,0.286
USA,146,2015,65404025.77,1.743,0.032
USA,379,2015,929239624.47,0.166,-1.094
USA,386,2015,10818008.69,0.869,-0.492
USA,192,2015,41955609.24,5.38,-0.924
USA,292,2015,384153370.84,0.812,0.819
USA,196,2015,28625837.58,3.138,1.015
USA,278,2015,9712941.31,0.481,0.413
USA,331,2015,4115187.88,0.943,-0.767
USA,159,2015,163848207.4,0.658,-0.364
USA,223,2015,9370046.96,1.931,0.462
USA,241,2015,128636190.99,0.57,-0.129
USA,261,2015,62663296.05,0.582,-1.21
USA,466,2015,10027493.71,2.242,0.826
USA,138,2015,13919807.0,2.735,-0.417
USA,200,2015,183267724.83,0.735,0.275
USA,356,2015,17346777.0,1.747,-0.474
USA,62,2015,965169994.91,3.841,1.02
USA,301,2015,390496753.54,0.199,-1.359
USA,395,2015,281378555.35,2.192,0.741
USA,115,2015,27140023.11,1.988,1.991
USA,158,2015,805357474.56,1.017,0.197
USA,21,2015,17331264.64,2.433,-0.182
USA,444,2015,98834834.83,0.32,-2.579
USA,238,2015,411825616.14,1.574,-0.579
USA,221,2023,3576579.65,2.775,-0.67
USA,203,2023,457857037.81,0.341,-1.749
USA,251,2023,42246016.07,0.946,0.9
USA,328,2023,31525194.66,0.708,-0.407
USA,120,2023,7970932.49,0.496,0.187
USA,84,2023,145048871.28,0.414,-1.182
USA,285,2023,1856541.9,0.832,0.602
USA,392,2023,179460573.01,1.603,0.915
USA,478,2023,106370073.74,3.346,-0.66
USA,212,2023,34703568.97,0.66,-1.535
USA,58,2023,803786.02,0.31,3.488
USA,269,2023,182505602.61,0.442,-0.639
USA,66,2023,150538700.29,2.101,0.295
USA,110,2023,36273937.0,1.961,0.618
USA,262,2023,8463818.29,1.11,-0.619
USA,214,2023,1626223420.48,1.63,-0.498
USA,441,2023,14962381.35,0.479,-1.058
USA,459,2023,154248412.33,2.233,-0.873
USA,25,2023,91249909.51,1.188,0.713
USA,263,2023,68677125.42,0.857,-1.047
USA,188,2023,27751778.32,0.716,-1.596
USA,403,2023,114142585.54,0.679,-1.741
USA,378,2023,17238201.29,0.298,0.329
USA,11,2023,208013699.65,0.967,2.068
USA,19,2023,60258999.23,0.156,0.26
USA,405,2023,282018272.42,0.49,0.163
USA,133,2023,723853594.02,0.885,0.728
USA,166,2023,20357901.4,0.071,0.205
USA,6,2023,28170593.86,7.608,-1.005
USA,354,2023,43009825.25,3.863,-1.055
USA,24,2023,63108748.96,0.7,0.019
USA,281,2023,267861469.75,3.468,0.189
USA,53,2023,47932831.15,2.603,-1.472
USA,397,2023,29316409.76,0.337,0.256
USA,172,2023,98176554.91,4.219,0.354
USA,117,2023,98679671.56,0.145,-0.385
USA,28,2023,12022208.7,0.317,0.802
USA,266,2023,52696043.23,0.717,-0.019
USA,158,2023,134198434.69,1.65,1.27
USA,157,2023,373148204.24,0.669,0.45
USA,70,2023,39087886.99,1.26,1.196
USA,385,2023,15614581.55,8.129,-0.45
USA,39,2023,5201960.2,0.659,0.111
USA,451,2023,631842.74,1.867,0.337
USA,175,2023,30262203.29,3.125,-2.708
USA,60,2023,33953141.41,5.574,-0.299
USA,164,2023,43133871.33,0.998,-0.237
USA,374,2023,21777337.92,1.62,0.961
USA,469,2023,367608423.63,0.132,1.354
USA,27,2023,512693.22,0.567,1.48
USA,76,2023,25372825.24,1.89,-0.08
USA,202,2023,114121122.83,3.599,-1.143
USA,225,2023,3560138.27,2.222,0.167
USA,422,2023,8527051.46,0.875,0.201
USA,431,2023,21910144.21,0.224,-0.028
USA,71,2023,180423726.94,0.405,1.154
USA,472,2023,40849205.82,2.922,0.503
USA,180,2023,962689789.08,0.517,1.189
USA,88,2023,21229739.52,1.133,-0.608
USA,309,2023,89726631.21,3.35,0.699
JPN,186,1995,80932869.52,2.595,-1.018
JPN,301,1995,126322680.35,0.304,0.882
JPN,441,1995,45741070.89,0.609,-0.849
JPN,34,1995,680933794.69,0.887,-2.366
JPN,281,1995,13513229.37,1.317,-1.139
JPN,385,1995,35301195.29,0.757,0.512
JPN,462,1995,28462975.22,3.09,0.047
JPN,370,1995,188800745.89,0.227,-0.724
JPN,416,1995,11574841.62,0.413,-0.796
JPN,56,1995,11976155.61,2.151,0.541
JPN,264,1995,21009234.01,0.055,-0.478
JPN,23,1995,27491585.93,0.185,0.332
JPN,163,1995,3281225.57,10.322,0.316
JPN,182,1995,179220059.61,0.669,-0.507
JPN,33,1995,21856753.5,1.279,1.032
JPN,21,1995,237478910.84,3.325,-0.319
JPN,192,1995,4681619.28,0.346,-0.679
JPN,162,1995,78671164.19,0.944,1.586
JPN,224,1995,231338182.6,2.838,-1.703
JPN,134,1995,33582466.31,3.096,-0.942
JPN,327,1995,68940423.17,0.349,0.379
JPN,323,1995,16347176.44,4.088,0.609
JPN,146,1995,100644157.36,2.577,1.166
JPN,117,1995,90384405.08,0.956,0.626
JPN,200,1995,198709923.59,1.91,-0.091
JPN,489,1995,586191634.79,0.812,-1.296
JPN,276,1995,7665151.84,3.431,-2.851
JPN,445,1995,20001717.73,1.537,0.846
JPN,408,1995,101309231.64,0.842,-2.621
JPN,316,1995,819093917.45,0.713,-2.106
JPN,101,1995,654421171.45,0.763,1.08
JPN,251,1995,16096983.82,1.384,0.001
JPN,346,1995,34579049.18,0.837,-0.455
JPN,31,1995,25436666.31,0.695,-1.659
JPN,388,1995,179329853.07,0.42,1.024
JPN,374,1995,324823927.44,0.086,-0.204
JPN,236,1995,119541054.75,1.64,-0.503
JPN,383,1995,104135028.16,6.434,1.447
JPN,29,1995,1151058923.75,0.7,-0.533
JPN,287,1995,20227065.36,0.637,1.528
JPN,311,1995,331450668.46,3.399,0.187
JPN,157,1995,12053363.89,0.163,0.294
JPN,475,1995,5182822.46,5.02,0.95
JPN,88,1995,12261072.64,0.461,-1.859
JPN,103,1995,180179526.23,1.576,0.825
JPN,452,1995,1162940223.61,1.987,-1.101
JPN,322,1995,278344025.83,0.503,0.818
JPN,474,1995,11345760.79,0.424,0.413
JPN,28,1995,16869912.94,0.875,-0.747
JPN,440,1995,7396472.87,5.959,0.698
JPN,423,1995,1081470.91,0.242,-2.249
JPN,98,1995,73670023.52,0.189,0.688
JPN,415,1995,13633316998.69,0.394,-1.05
JPN,187,1995,93238081.13,1.071,1.493
JPN,366,1995,226649234.81,2.4,1.058
JPN,129,1995,9140894.47,1.013,0.282
JPN,413,1995,102069568.15,0.619,1.392
JPN,270,1995,19297379.58,3.055,1.014
JPN,293,1995,17078284.07,0.235,-0.649
JPN,237,1995,10346057.21,0.816,-0.594
JPN,328,2005,126619843.52,0.606,-0.887
JPN,15,2005,8933584.72,0.678,-0.969
JPN,252,2005,349060449.23,0.499,-0.677
JPN,434,2005,15772791.19,17.587,0.956
JPN,350,2005,27158513.49,0.252,-0.049
JPN,405,2005,13343510.51,0.347,1.327
JPN,413,2005,317423662.74,1.87,0.113
JPN,258,2005,1201764309.63,1.93,-0.37
JPN,378,2005,151283111.58,0.153,0.428
JPN,254,2005,4722130.59,0.486,-0.367
JPN,146,2005,998763842.57,1.22,0.666
JPN,427,2005,3073424.78,0.59,-1.123
JPN,273,2005,162056218.22,0.098,-1.211
JPN,206,2005,44882463.86,0.661,-0.401
JPN,475,2005,337823571.66,2.577,-0.48
JPN,132,2005,76947202.64,0.182,1.136
JPN,83,2005,288905092.58,2.12,-0.401
JPN,170,2005,12461384.86,0.937,-0.288
JPN,82,2005,21163739.07,3.481,1.372
JPN,164,2005,121941505.16,2.65,0.286
JPN,399,2005,311228461.39,0.575,1.131
JPN,300,2005,105290312.77,2.221,2.405
JPN,274,2005,29451447.32,0.354,-0.393
JPN,177,2005,11043410.57,2.65,-0.063
JPN,220,2005,92246221.22,2.364,0.674
JPN,287,2005,28000414.2,0.341,-0.275
JPN,65,2005,253593896.05,2.208,0.537
JPN,128,2005,5537512.93,1.036,2.15
JPN,209,2005,37591992.25,0.305,-0.232
JPN,451,2005,74818143.55,1.214,1.366
JPN,490,2005,751665448.33,1.847,0.707
JPN,55,2005,12404531.0,2.276,-0.287
JPN,329,2005,11826258.83,0.236,0.315
JPN,239,2005,165683474.7,3.265,-0.915
JPN,260,2005,193195632.17,1.783,-0.384
JPN,293,2005,2893890.36,0.278,-0.489
JPN,459,2005,254550189.85,0.483,-1.021
JPN,478,2005,143541277.63,0.685,-0.419
JPN,115,2005,162203474.43,1.327,-1.275
JPN,425,2005,13301294.92,5.362,-1.98
JPN,111,2005,21761387.7,10.608,-0.466
JPN,92,2005,17781857.81,0.201,0.521
JPN,143,2005,25446422.23,0.513,0.348
JPN,466,2005,5281786.77,0.679,0.038
JPN,110,2005,101076968.98,0.658,0.347
JPN,64,2005,15053043.83,1.001,1.027
JPN,414,2005,77189620.63,2.513,0.881
JPN,450,2005,507454809.31,0.258,-1.179
JPN,441,2005,16101131.28,0.599,-1.281
JPN,53,2005,53000368.4,1.974,-0.297
JPN,270,2005,548867600.66,0.456,-0.668
JPN,62,2005,698521787.62,0.675,0.356
JPN,474,2005,1695693.51,0.651,0.511
JPN,457,2005,281266.12,0.337,-0.552
JPN,251,2005,5659593.79,0.325,-1.042
JPN,281,2005,100971207.84,0.64,0.663
JPN,196,2005,10620306276.41,0.446,0.732
JPN,113,2005,37121573.26,8.216,-0.76
JPN,448,2005,433458266.27,0.903,0.795
JPN,3,2005,269732953.05,3.011,0.713
JPN,4,2015,30766829.54,0.689,-0.36
JPN,74,2015,3491479.13,7.222,-0.931
JPN,255,2015,97670278.17,2.701,-1.299
JPN,252,2015,19366068.73,7.649,0.256
JPN,368,2015,481293631.48,0.119,0.581
JPN,58,2015,99128838.98,0.667,-0.99
JPN,85,2015,25711645.23,0.368,0.04
JPN,365,2015,19161740.26,1.672,0.798
JPN,422,2015,66814595.04,1.228,-0.501
JPN,94,2015,3972642.82,0.347,-0.546
JPN,65,2015,24390085.73,0.534,0.948
JPN,232,2015,225639865.98,0.773,-0.374
JPN,103,2015,11692766.59,1.041,0.228
JPN,183,2015,405763204.95,0.093,-1.881
JPN,474,2015,25522468.98,0.382,-0.444
JPN,125,2015,328818850.34,1.035,0.624
JPN,257,2015,2483675.32,0.235,-0.069
JPN,472,2015,78652468.27,0.443,3.075
JPN,350,2015,54521175.47,1.551,-0.837
JPN,301,2015,313806867.56,1.581,-0.807
JPN,459,2015,13396767.92,0.596,-0.632
JPN,423,2015,102323225.9,3.716,2.238
JPN,12,2015,228070502.33,4.148,-0.121
JPN,437,2015,4806511.78,2.561,-0.061
JPN,109,2015,288745981.61,0.243,-1.387
JPN,214,2015,583870103.94,0.108,0.212
JPN,166,2015,12085237.06,11.057,-0.19
JPN,108,2015,16916716.65,0.959,0.181
JPN,356,2015,192690546.38,2.034,-0.18
JPN,48,2015,7986846.48,1.367,1.799
JPN,39,2015,3100913.8,0.714,0.844
JPN,403,2015,200861796.41,0.853,0.083
JPN,208,2015,19668933.28,1.628,-0.424
JPN,260,2015,2559361173.05,0.456,0.66
JPN,233,2015,7185429.61,0.578,-0.42
JPN,407,2015,237822692.32,0.442,1.045
JPN,223,2015,49335939.08,0.134,2.019
JPN,293,2015,4287243.09,2.333,-0.382
JPN,256,2015,42159089.34,0.579,1.538
JPN,413,2015,766744241.22,3.278,1.406
JPN,468,2015,223118172.69,0.147,-0.303
JPN,401,2015,4164498.87,2.03,1.305
JPN,469,2015,6843838.84,0.189,-0.82
JPN,111,2015,87340454.55,0.683,-0.877
JPN,384,2015,676593826.6,0.699,-0.153
JPN,163,2015,673004590.53,8.583,-0.071
JPN,486,2015,171029559.32,0.905,0.985
JPN,132,2015,138456909.53,2.168,2.313
JPN,88,2015,34828069.15,0.577,-0.37
JPN,294,2015,517989654.88,0.135,0.523
JPN,15,2015,10502848.2,2.988,-1.484
JPN,140,2015,1759081.24,0.795,1.581
JPN,481,2015,76154330.77,0.649,-0.458
JPN,89,2015,45522237.81,0.711,-1.715
JPN,154,2015,14438918.38,0.458,1.436
JPN,86,2015,49287696.27,1.715,0.309
JPN,172,2015,9553587.08,1.135,1.048
JPN,251,2015,17109671.19,3.887,1.46
JPN,480,2015,24262470.11,2.449,-0.123
JPN,411,2015,4887841.01,2.137,1.138
JPN,40,2023,77955331.32,2.208,1.76
JPN,456,2023,14644598.96,5.542,-0.565
JPN,392,2023,20894622.08,0.411,-0.612
JPN,401,2023,596178828.63,0.335,-0.59
JPN,450,2023,247883990.64,0.193,1.061
JPN,25,2023,148427234.19,0.261,0.806
JPN,209,2023,1205868926.36,2.475,0.965
JPN,138,2023,2993129.58,1.285,1.052
JPN,432,2023,356401989.74,1.361,-2.216
JPN,288,2023,389654420.0,2.627,0.468
JPN,42,2023,19992367.47,0.344,0.441
JPN,94,2023,97876036.06,1.428,0.153
JPN,107,2023,12851584.82,0.703,0.019
JPN,457,2023,896087569.7,0.11,0.07
JPN,262,2023,18609441.38,0.475,1.646
JPN,67,2023,27811019.05,4.345,-0.281
JPN,453,2023,620519373.21,2.718,-0.233
JPN,437,2023,72718071.83,1.045,0.235
JPN,420,2023,375169070.85,0.131,0.166
JPN,350,2023,7425965854.36,0.369,-0.318
JPN,409,2023,122804682.25,1.479,0.328
JPN,37,2023,415118875.36,0.859,-0.041
JPN,46,2023,91584851.13,0.668,1.019
JPN,119,2023,4548563.61,3.078,0.102
JPN,465,2023,945803957.62,1.384,0.815
JPN,372,2023,23005012.87,0.517,2.586
JPN,337,2023,609865105.6,0.098,-0.019
JPN,53,2023,143181133.11,5.615,0.336
JPN,484,2023,9340915.28,0.215,-0.064
JPN,196,2023,31159929.49,2.018,0.438
JPN,160,2023,207095341.87,0.789,-1.11
JPN,202,2023,143900665.44,0.682,-0.217
JPN,275,2023,32263097.67,0.494,-0.412
JPN,213,2023,84594662.74,1.086,-1.24
JPN,435,2023,630146147.64,2.492,1.103
JPN,250,2023,14978133.55,2.093,0.119
JPN,318,2023,751600.21,0.388,0.455
JPN,7,2023,9029458.53,5.902,0.666
JPN,439,2023,1455474.33,0.926,-0.48
JPN,193,2023,12290776.07,0.546,1.211
JPN,444,2023,8548404.05,0.317,-2.575
JPN,416,2023,25845303.64,0.315,1.497
JPN,371,2023,25513252.19,1.2,0.966
JPN,85,2023,3707076468.68,0.236,0.525
JPN,279,2023,7318589.92,0.464,0.92
JPN,428,2023,706071329.42,3.87,-0.662
JPN,194,2023,19215345.44,3.026,1.633
JPN,325,2023,453670.26,1.19,0.369
JPN,208,2023,488023098.88,0.595,0.091
JPN,89,2023,74130423.68,1.357,0.93
JPN,324,2023,58619446.19,0.43,0.847
JPN,195,2023,65637059.86,0.463,0.395
JPN,365,2023,91696209.68,0.593,1.73
JPN,471,2023,270253101.64,0.551,0.014
JPN,486,2023,13988754.53,1.123,0.491
JPN,157,2023,105715213.16,1.047,-1.161
JPN,261,2023,1856935.32,2.106,-0.902
JPN,323,2023,66191001.42,0.345,0.755
JPN,137,2023,64523880.85,0.753,1.424
JPN,48,2023,109288747.89,1.301,0.143
KOR,123,1995,53792189.82,0.763,-2.887
KOR,90,1995,6046459.52,0.509,-0.338
KOR,169,1995,1008092377.81,3.292,-0.112
KOR,224,1995,76688114.81,3.592,-0.693
KOR,356,1995,22009703.12,0.638,-0.507
KOR,272,1995,1478374.01,0.561,-1.517
KOR,23,1995,139977797.84,0.691,-0.194
KOR,226,1995,156686376.02,11.878,-1.19
KOR,84,1995,82901439.8,2.262,0.363
KOR,386,1995,22442104.26,0.469,-0.117
KOR,41,1995,204590010.95,3.035,-0.101
KOR,445,1995,414968656.02,0.15,1.343
KOR,310,1995,83373636.12,0.217,-1.175
KOR,462,1995,34674486.24,0.545,-0.327
KOR,74,1995,10644303.78,1.844,1.645
KOR,309,1995,4706734.54,0.428,0.971
KOR,472,1995,13948915.99,1.265,-1.475
KOR,108,1995,11021704.32,0.22,1.01
KOR,30,1995,15696696.86,1.842,0.653
KOR,196,1995,13163956.57,0.513,0.287
KOR,232,1995,130713593.34,0.329,-0.544
KOR,95,1995,5505032.3,2.0,-0.203
KOR,215,1995,61768009.48,1.606,0.964
KOR,368,1995,847344089.0,1.761,0.71
KOR,17,1995,49383951.79,0.309,0.857
KOR,268,1995,1113440.1,0.891,-0.608
KOR,193,1995,44733151.44,3.889,1.517
KOR,35,1995,171849674.95,0.524,-1.111
KOR,327,1995,22464174.82,0.421,-0.623
KOR,427,1995,382588656.43,2.268,-0.028
KOR,168,1995,442393461.96,12.476,-1.177
KOR,450,1995,205042703.79,0.704,0.655
KOR,391,1995,155373006.22,0.851,0.966
KOR,138,1995,705490569.94,0.259,-0.38
KOR,92,1995,163718864.0,0.766,0.876
KOR,315,1995,32510046.96,2.453,-0.403
KOR,238,1995,58147945.26,0.697,-0.21
KOR,188,1995,41102721569.43,1.757,0.401
KOR,336,1995,16978048.75,0.331,1.793
KOR,102,1995,11485294.09,8.035,-2.267
KOR,61,1995,299652221.02,0.557,-0.074
KOR,192,1995,16932246.96,0.216,0.303
KOR,70,1995,66622912.4,0.996,1.293
KOR,146,1995,360319020.34,1.72,-0.382
KOR,58,1995,10880262.07,1.383,1.079
KOR,33,1995,544833.87,2.634,0.388
KOR,229,1995,760494742.89,0.436,-1.951
KOR,101,1995,262452840.89,0.528,0.94
KOR,208,1995,107531957.32,1.781,-1.424
KOR,3,1995,2005206.8,0.549,1.781
KOR,372,1995,42900901.83,0.952,-0.586
KOR,431,1995,2956947.98,1.401,-0.209
KOR,275,1995,65216665.47,0.494,1.583
KOR,428,1995,40206698.34,0.373,-1.078
KOR,460,1995,10149389.24,1.298,1.666
KOR,219,1995,320350872.46,0.647,0.886
KOR,452,1995,32795751.5,1.108,0.41
KOR,490,1995,387739799.78,0.213,0.275
KOR,86,1995,4067459.26,2.286,-0.12
KOR,456,1995,405671.42,4.464,0.615
KOR,367,2005,47082752.93,1.586,1.428
KOR,413,2005,679924004.08,0.094,-0.876
KOR,91,2005,3309483.75,0.479,-2.031
KOR,385,2005,45957124.16,0.915,-0.367
KOR,192,2005,315871310.22,1.005,-0.438
KOR,251,2005,130709020.19,1.548,0.292
KOR,256,2005,3042268.64,0.617,-0.258
KOR,273,2005,603302287.55,6.361,2.912
KOR,441,2005,19201623.3,2.363,-0.831
KOR,68,2005,78387045.13,1.841,-0.985
KOR,84,2005,222399342.51,1.461,0.655
KOR,35,2005,21228016.39,0.229,-0.205
KOR,404,2005,26007394.51,1.325,-0.797
KOR,435,2005,196496199.04,0.352,0.511
KOR,305,2005,31673074.33,0.966,0.651
KOR,200,2005,205470799.72,0.879,0.531
KOR,140,2005,31612623.51,3.035,1.184
KOR,207,2005,1079584.84,1.097,0.053
KOR,422,2005,5051023.67,0.348,0.122
KOR,397,2005,9961557.71,0.396,1.704
KOR,164,2005,6825709.91,0.535,1.195
KOR,274,2005,8033703.43,0.981,-0.113
KOR,350,2005,13003217.87,1.745,-2.412
KOR,290,2005,13156334.75,0.479,-1.254
KOR,311,2005,63242383.02,0.881,0.874
KOR,437,2005,93917615.61,0.292,0.366
KOR,79,2005,620017037.57,2.694,0.977
KOR,293,2005,68078875.76,2.568,-0.073
KOR,13,2005,192674363.36,2.103,0.658
KOR,5,2005,3338169.31,0.43,-0.748
KOR,166,2005,1496933642.83,1.377,2.034
KOR,102,2005,13414737.4,2.35,-1.689
KOR,137,2005,32922646.62,0.267,-0.361
KOR,410,2005,28302597.57,1.113,0.354
KOR,376,2005,6231226.77,1.397,-1.261
KOR,41,2005,8367115.33,5.902,0.551
KOR,236,2005,16384379.97,1.118,-0.774
KOR,423,2005,44834250.74,0.984,-1.769
KOR,109,2005,2582422.89,0.549,-1.994
KOR,190,2005,719841990.67,11.524,1.151
KOR,322,2005,51947116.65,0.589,1.37
KOR,466,2005,11842594.51,0.257,-0.751
KOR,270,2005,213959146.95,2.588,0.483
KOR,40,2005,81000254.4,0.995,0.872
KOR,146,2005,101022968.83,3.779,-0.711
KOR,333,2005,23929846.22,4.272,-1.681
