product_id,parent_id,level,hs92_code,name,name_short,sector_id,sector_color
380,375,4,6454,San pham 8-5-4,San pham 8-5-4,8,#76B7B2
381,344,2,70,Nhom 8-6,Nhom 8-6,8,#76B7B2
382,381,4,6460,San pham 8-6-0,San pham 8-6-0,8,#76B7B2
383,381,4,6461,San pham 8-6-1,San pham 8-6-1,8,#76B7B2
384,381,4,6462,San pham 8-6-2,San pham 8-6-2,8,#76B7B2
385,381,4,6463,San pham 8-6-3,San pham 8-6-3,8,#76B7B2
386,381,4,6464,San pham 8-6-4,San pham 8-6-4,8,#76B7B2
387,344,2,71,Nhom 8-7,Nhom 8-7,8,#76B7B2
388,387,4,6470,San pham 8-7-0,San pham 8-7-0,8,#76B7B2
389,387,4,6471,San pham 8-7-1,San pham 8-7-1,8,#76B7B2
390,387,4,6472,San pham 8-7-2,San pham 8-7-2,8,#76B7B2
391,387,4,6473,San pham 8-7-3,San pham 8-7-3,8,#76B7B2
392,387,4,6474,San pham 8-7-4,San pham 8-7-4,8,#76B7B2
393,,1,8,Nganh 9,Nganh 9,9,#EDC948
394,393,2,72,Nhom 9-0,Nhom 9-0,9,#EDC948
395,394,4,7200,San pham 9-0-0,San pham 9-0-0,9,#EDC948
396,394,4,7201,San pham 9-0-1,San pham 9-0-1,9,#EDC948
397,394,4,7202,San pham 9-0-2,San pham 9-0-2,9,#EDC948
398,394,4,7203,San pham 9-0-3,San pham 9-0-3,9,#EDC948
399,394,4,7204,San pham 9-0-4,San pham 9-0-4,9,#EDC948
400,393,2,73,Nhom 9-1,Nhom 9-1,9,#EDC948
401,400,4,7210,San pham 9-1-0,San pham 9-1-0,9,#EDC948
402,400,4,7211,San pham 9-1-1,San pham 9-1-1,9,#EDC948
403,400,4,7212,San pham 9-1-2,San pham 9-1-2,9,#EDC948
404,400,4,7213,San pham 9-1-3,San pham 9-1-3,9,#EDC948
405,400,4,7214,San pham 9-1-4,San pham 9-1-4,9,#EDC948
406,393,2,74,Nhom 9-2,Nhom 9-2,9,#EDC948
407,406,4,7220,San pham 9-2-0,San pham 9-2-0,9,#EDC948
408,406,4,7221,San pham 9-2-1,San pham 9-2-1,9,#EDC948
409,406,4,7222,San pham 9-2-2,San pham 9-2-2,9,#EDC948
410,406,4,7223,San pham 9-2-3,San pham 9-2-3,9,#EDC948
411,406,4,7224,San pham 9-2-4,San pham 9-2-4,9,#EDC948
412,393,2,75,Nhom 9-3,Nhom 9-3,9,#EDC948
413,412,4,7230,San pham 9-3-0,San pham 9-3-0,9,#EDC948
414,412,4,7231,San pham 9-3-1,San pham 9-3-1,9,#EDC948
415,412,4,7232,San pham 9-3-2,San pham 9-3-2,9,#EDC948
416,412,4,7233,San pham 9-3-3,San pham 9-3-3,9,#EDC948
417,412,4,7234,San pham 9-3-4,San pham 9-3-4,9,#EDC948
418,393,2,76,Nhom 9-4,Nhom 9-4,9,#EDC948
419,418,4,7240,San pham 9-4-0,San pham 9-4-0,9,#EDC948
420,418,4,7241,San pham 9-4-1,San pham 9-4-1,9,#EDC948
421,418,4,7242,San pham 9-4-2,San pham 9-4-2,9,#EDC948
422,418,4,7243,San pham 9-4-3,San pham 9-4-3,9,#EDC948
423,418,4,7244,San pham 9-4-4,San pham 9-4-4,9,#EDC948
424,393,2,77,Nhom 9-5,Nhom 9-5,9,#EDC948
425,424,4,7250,San pham 9-5-0,San pham 9-5-0,9,#EDC948
426,424,4,7251,San pham 9-5-1,San pham 9-5-1,9,#EDC948
427,424,4,7252,San pham 9-5-2,San pham 9-5-2,9,#EDC948
428,424,4,7253,San pham 9-5-3,San pham 9-5-3,9,#EDC948
429,424,4,7254,San pham 9-5-4,San pham 9-5-4,9,#EDC948
430,393,2,78,Nhom 9-6,Nhom 9-6,9,#EDC948
431,430,4,7260,San pham 9-6-0,San pham 9-6-0,9,#EDC948
432,430,4,7261,San pham 9-6-1,San pham 9-6-1,9,#EDC948
433,430,4,7262,San pham 9-6-2,San pham 9-6-2,9,#EDC948
434,430,4,7263,San pham 9-6-3,San pham 9-6-3,9,#EDC948
435,430,4,7264,San pham 9-6-4,San pham 9-6-4,9,#EDC948
436,393,2,79,Nhom 9-7,Nhom 9-7,9,#EDC948
437,436,4,7270,San pham 9-7-0,San pham 9-7-0,9,#EDC948
438,436,4,7271,San pham 9-7-1,San pham 9-7-1,9,#EDC948
439,436,4,7272,San pham 9-7-2,San pham 9-7-2,9,#EDC948
440,436,4,7273,San pham 9-7-3,San pham 9-7-3,9,#EDC948
441,436,4,7274,San pham 9-7-4,San pham 9-7-4,9,#EDC948
442,,1,9,Nganh 10,Nganh 10,10,#BAB0AC
443,442,2,80,Nhom 10-0,Nhom 10-0,10,#BAB0AC
444,443,4,8000,San pham 10-0-0,San pham 10-0-0,10,#BAB0AC
445,443,4,8001,San pham 10-0-1,San pham 10-0-1,10,#BAB0AC
446,443,4,8002,San pham 10-0-2,San pham 10-0-2,10,#BAB0AC
447,443,4,8003,San pham 10-0-3,San pham 10-0-3,10,#BAB0AC
448,443,4,8004,San pham 10-0-4,San pham 10-0-4,10,#BAB0AC
449,442,2,81,Nhom 10-1,Nhom 10-1,10,#BAB0AC
450,449,4,8010,San pham 10-1-0,San pham 10-1-0,10,#BAB0AC
451,449,4,8011,San pham 10-1-1,San pham 10-1-1,10,#BAB0AC
452,449,4,8012,San pham 10-1-2,San pham 10-1-2,10,#BAB0AC
453,449,4,8013,San pham 10-1-3,San pham 10-1-3,10,#BAB0AC
454,449,4,8014,San pham 10-1-4,San pham 10-1-4,10,#BAB0AC
455,442,2,82,Nhom 10-2,Nhom 10-2,10,#BAB0AC
456,455,4,8020,San pham 10-2-0,San pham 10-2-0,10,#BAB0AC
457,455,4,8021,San pham 10-2-1,San pham 10-2-1,10,#BAB0AC
458,455,4,8022,San pham 10-2-2,San pham 10-2-2,10,#BAB0AC
459,455,4,8023,San pham 10-2-3,San pham 10-2-3,10,#BAB0AC
460,455,4,8024,San pham 10-2-4,San pham 10-2-4,10,#BAB0AC
461,442,2,83,Nhom 10-3,Nhom 10-3,10,#BAB0AC
462,461,4,8030,San pham 10-3-0,San pham 10-3-0,10,#BAB0AC
463,461,4,8031,San pham 10-3-1,San pham 10-3-1,10,#BAB0AC
464,461,4,8032,San pham 10-3-2,San pham 10-3-2,10,#BAB0AC
465,461,4,8033,San pham 10-3-3,San pham 10-3-3,10,#BAB0AC
466,461,4,8034,San pham 10-3-4,San pham 10-3-4,10,#BAB0AC
467,442,2,84,Nhom 10-4,Nhom 10-4,10,#BAB0AC
468,467,4,8040,San pham 10-4-0,San pham 10-4-0,10,#BAB0AC
469,467,4,8041,San pham 10-4-1,San pham 10-4-1,10,#BAB0AC
470,467,4,8042,San pham 10-4-2,San pham 10-4-2,10,#BAB0AC
471,467,4,8043,San pham 10-4-3,San pham 10-4-3,10,#BAB0AC
472,467,4,8044,San pham 10-4-4,San pham 10-4-4,10,#BAB0AC
473,442,2,85,Nhom 10-5,Nhom 10-5,10,#BAB0AC
474,473,4,8050,San pham 10-5-0,San pham 10-5-0,10,#BAB0AC
475,473,4,8051,San pham 10-5-1,San pham 10-5-1,10,#BAB0AC
476,473,4,8052,San pham 10-5-2,San pham 10-5-2,10,#BAB0AC
477,473,4,8053,San pham 10-5-3,San pham 10-5-3,10,#BAB0AC
478,473,4,8054,San pham 10-5-4,San pham 10-5-4,10,#BAB0AC
479,442,2,86,Nhom 10-6,Nhom 10-6,10,#BAB0AC
480,479,4,8060,San pham 10-6-0,San pham 10-6-0,10,#BAB0AC
481,479,4,8061,San pham 10-6-1,San pham 10-6-1,10,#BAB0AC
482,479,4,8062,San pham 10-6-2,San pham 10-6-2,10,#BAB0AC
483,479,4,8063,San pham 10-6-3,San pham 10-6-3,10,#BAB0AC
484,479,4,8064,San pham 10-6-4,San pham 10-6-4,10,#BAB0AC
485,442,2,87,Nhom 10-7,Nhom 10-7,10,#BAB0AC
486,485,4,8070,San pham 10-7-0,San pham 10-7-0,10,#BAB0AC
487,485,4,8071,San pham 10-7-1,San pham 10-7-1,10,#BAB0AC
488,485,4,8072,San pham 10-7-2,San pham 10-7-2,10,#BAB0AC
489,485,4,8073,San pham 10-7-3,San pham 10-7-3,10,#BAB0AC
490,485,4,8074,San pham 10-7-4,San pham 10-7-4,10,#BAB0AC
